Company Name,Office Address,Google Maps Link,Website,Careers Page,HR/Recruitment Email,Phone Number,LinkedIn Company Page,Industry,Company Size (approx.),Fresher Friendly Score (1-10, est.),AI/ML Friendly Score (1-10, est.),Remote,Hybrid,Internship,Last Verified,Source URL
smartData Enterprises,"Plot No. I-23, IT City, Sector-83 Alpha, SAS Nagar, Mohali, Punjab 140306",https://www.google.com/maps/search/?api=1&query=Plot+I-23+IT+City+Sector+83+Alpha+SAS+Nagar+Mohali,https://www.smartdatainc.com/,https://www.smartdatainc.com/careers/,Not published - use careers page form,Not published,https://in.linkedin.com/company/smartdata-enterprises,IT Services / Custom Software / Healthcare-Fintech AI,1000-5000 (multiple India locations),8,7,Yes,Yes,Yes,2026-06-11,https://www.glassdoor.co.in/Reviews/smartData-Enterprises-Mohali-Reviews-EI_IE508375.0,21_IL.22,28_IC4469455.htm
E9 Solutions,"No. 3/4, Shivalik Vihar, Patiala Road, Zirakpur, Chandigarh 140603",https://www.google.com/maps/search/?api=1&query=Shivalik+Vihar+Patiala+Road+Zirakpur,Not confirmed - search "E9 Solutions Zirakpur",Not confirmed,Not published,Not published,Not confirmed,IT Services / Software Development,11-50,5,3,Not confirmed,Not confirmed,Not confirmed,2026-06-11,https://www.sulekha.com/e9-solutions-zirakpur-chandigarh-contact-address
Obelisk Infotech,"Shop No. 16, New Defence Colony, Zirakpur Road, Zirakpur, Punjab 140603",https://www.google.com/maps/search/?api=1&query=New+Defence+Colony+Zirakpur+Road+Zirakpur,Not confirmed - search "Obelisk Infotech Zirakpur",Not confirmed,Not published,Not published,Not confirmed,IT Services / Software Development,11-50,5,3,Not confirmed,Not confirmed,Not confirmed,2026-06-11,https://www.sulekha.com/obelisk-infotech-zirakpur-road-zirakpur-contact-address

Soft Radix Technologies Pvt Ltd,"SM Heights, C-205, 3rd Floor, Phase 8B, Industrial Area, Mohali, Punjab 160055",https://www.google.com/maps/search/?api=1&query=SM+Heights+C-205+3rd+Floor+Phase+8B+Industrial+Area+Mohali,https://softradix.com/,https://softradix.com/careers,Not published - use careers page,Not published,Not confirmed - search linkedin.com/company/soft-radix-technologies,Mobile/Web Development / AI Services / Digital Marketing,50-200,7,8,Yes,Yes,Not confirmed,2026-06-14,https://in.indeed.com/cmp/Soft-Radix-Technologies
RevClerx Pvt Ltd,"Bestech Business Tower, Sector 65, SAS Nagar, Mohali, Punjab 160062 (also Sec-83A, Mohali office)",https://www.google.com/maps/search/?api=1&query=Bestech+Business+Tower+Sector+65+SAS+Nagar+Mohali,https://www.revclerx.com/,Not confirmed - use job portal listings,hr@revclerx.com,0172-5093939,https://in.linkedin.com/company/revclerx,BPO / IT Services / Digital Marketing (QA, .NET, BDE roles),200-500,7,3,Not confirmed,Yes,Not confirmed,2026-06-14,https://www.justdial.com/Chandigarh/Revclerx-Pvt-Ltd/0172PX172-X172-221202011310-Z7S7_BZDET
Finalrope Soft Solutions Pvt Ltd,"H.No. 66, Golden City, Mundi Kharar, Kharar, Punjab 140301",https://www.google.com/maps/search/?api=1&query=Golden+City+Mundi+Kharar+Punjab,Not confirmed - search "Finalrope Soft Solutions",Not confirmed,Not published,Not published,https://www.facebook.com/finalrope/,AI/ML Recruitment-Tech (AI-driven candidate assessment platform),11-50,6,8,Yes,Yes,Not confirmed,2026-06-14,https://www.zaubacorp.com/FINALROPE-SOFT-SOLUTIONS-PRIVATE-LIMITED-U72900PB2020PTC052003
Cywarden Global Services Pvt Ltd,"Mohali, Punjab (Chandigarh AI/ML roles posted; exact address not confirmed)",https://www.google.com/maps/search/?api=1&query=Cywarden+Global+Services+Mohali+Chandigarh,https://cywarden.com/,Not confirmed - use job portal listings,Not published,Not published,https://in.linkedin.com/company/cywarden,Managed Cybersecurity / AI-driven Threat Operations (Cyforte.ai),50-200,6,8,Yes,Yes,Not confirmed,2026-06-14,"https://in.indeed.com/q-cywarden-l-chandigarh,-chandigarh-jobs.html"
Matrid Technologies,"Plot No. 962, Sector 82, Mohali, Punjab",https://www.google.com/maps/search/?api=1&query=Plot+962+Sector+82+Mohali,https://matridtech.net/,"https://matridtech.net/software-training-with-placement1/ (verify - also runs paid training, see Deliverable 10)",vivek@matridtech.net,+91 84275 33101,Not confirmed - search linkedin.com/company/matrid-technologies,Custom Software Development / IT Outsourcing (PHP/.NET/Android),50-200,7,4,Not confirmed,Yes,"Yes - but verify training-fee model first, see Deliverable 10",2026-06-14,https://www.naukri.com/matrid-technologies-jobs-careers-in-mohali-gid-771686
Weballures Technologies Pvt Ltd,"SCF 60, Top Floor, Phase 10, Mohali, Punjab 160064",https://www.google.com/maps/search/?api=1&query=SCF+60+Top+Floor+Phase+10+Mohali,https://www.weballures.com/,Not confirmed - use job portal listings,Not published,Not published,Not confirmed - search linkedin.com/company/weballures,Web Design & Development / SEO,11-50,6,3,Not confirmed,Yes,"Yes (8-month training + placement, INR 15000 stipend, then ~3 LPA)",2026-06-14,https://www.sulekha.com/weballures-technologies-pvt-ltd-sas-nagar-mohali-contact-address

NOTE_GROWTH_SIGNAL,"Infosys and Tech Mahindra are reported to be planning to hire 5,000-10,000 new staff combined in the Mohali/Chandigarh region over the next two years (per marketmystique.com/it-companies-in-mohali) - if accurate, this is the single strongest fresher-hiring signal found across all research. Both companies already listed above (Infosys BPM, Tech Mahindra) - prioritize their official career portals and campus-hiring channels.",,,,,,,,,,,,,,,,
NOTE_ADDR_UPDATE,"Updated/additional addresses found for companies already listed above: Infosys BPM also has listing at 'Block A and B, Plot Number 2, IT Park, Chandigarh, Phone 0172-5021100' (source: brandveda.in/blog/it-companies-in-chandigarh - cross-check against the Kishangarh DLF Building address listed earlier, both may be correct for different blocks of the same IT Park). Tech Mahindra also listed at 'Plot Number 10, Rajiv Gandhi IT Park, Chandigarh, Phone 0172-5055200' (same source). IDS Infotech additional Chandigarh addresses: I-8 Rajiv Gandhi Technology Park; SCO 45-47 Sector 26, Madhya Marg; SCO 146-149 Sector 34-A (source: webdew careers blog).",,,,,,,,,,,,,,,,
NOTE,"This is Phase 1 of Deliverable 2 (~28 companies, all real and sourced). Reaching 200 verified entries with HR/recruitment emails and direct phone numbers is not realistic via public search - most companies route all hiring through ATS portals (careers page links above) rather than publishing email/phone. Use the search-link toolkit in 03 and 04 to expand this list with current, live listings.",,,,,,,,,,,,,,,

NCR_SECTION,"=== DELHI-NCR companies (Noida / Gurugram / Delhi) - added 2026-06-14. These are large/established NCR tech employers with strong, recurring fresher (campus + off-campus) pipelines. Almost all route hiring through their careers portals/ATS rather than publishing a recruitment phone or email - apply via the Careers Page column. Phone numbers shown are general corporate switchboards (verify) only where a useful one was found.",,,,,,,,,,,,,,,,
HCLTech,"Noida (HQ): Plot No. 3A, Sector 126, Noida 201304; also Gurugram",https://www.google.com/maps/search/?api=1&query=HCLTech+Sector+126+Noida,https://www.hcltech.com/,https://www.hcltech.com/careers,Not published - use careers portal,Not published - apply via portal,https://www.linkedin.com/company/hcltech,IT Services / Cloud / App Modernisation,224000+,8,7,Not confirmed,Yes,Yes (TechBee + fresher intake),2026-06-14,https://www.hcltech.com/careers
Coforge,"Noida (HQ): 8, Software Technology Parks of India, Sector 62, Noida; also Greater Noida",https://www.google.com/maps/search/?api=1&query=Coforge+Sector+62+Noida,https://www.coforge.com/,https://careers.coforge.com/,Not published - use careers portal,Not published,https://www.linkedin.com/company/coforge,Digital Services / BFSI / Insurance,25000+,8,7,Not confirmed,Yes,Yes (Graduate Engineer Trainee 2026 drive),2026-06-14,https://careers.coforge.com/
Paytm (One97 Communications),"Noida (HQ): B-121, Sector 5, Noida 201301",https://www.google.com/maps/search/?api=1&query=Paytm+One97+Sector+5+Noida,https://paytm.com/,https://paytm.com/careers/,Not published - use careers portal,Not published,https://www.linkedin.com/company/paytm,Fintech / Digital Payments,10000+,7,8,Not confirmed,Yes,Yes (strong product/AI eng roles),2026-06-14,https://paytm.com/careers/
Adobe India,"Noida: A-01, Sector 132, Noida 201304 (major R&D centre)",https://www.google.com/maps/search/?api=1&query=Adobe+Sector+132+Noida,https://www.adobe.com/,https://careers.adobe.com/,Not published - use careers portal,Not published,https://www.linkedin.com/company/adobe,Creative & Digital Media Software,30000+,7,9,Not confirmed,Yes,Yes (competitive new-grad + intern hiring),2026-06-14,https://careers.adobe.com/
Samsung R&D Institute (SRI-Noida),"Noida: Logix Cyber Park, Tower C, Sector 62, Noida",https://www.google.com/maps/search/?api=1&query=Samsung+R%26D+Logix+Cyber+Park+Sector+62+Noida,https://www.samsung.com/in/,https://www.samsung.com/in/about-us/careers/,Not published - use careers portal,Not published,https://www.linkedin.com/company/samsung-electronics,Mobile / Embedded / AI Systems,5000+ (Noida R&D),7,9,Not confirmed,Yes,Yes,2026-06-14,https://www.samsung.com/in/about-us/careers/
GlobalLogic (Hitachi),"Noida (HQ): A-1, Sector 58, Noida 201301; also Gurugram",https://www.google.com/maps/search/?api=1&query=GlobalLogic+Sector+58+Noida,https://www.globallogic.com/,https://www.globallogic.com/career/,Not published - use careers portal,Not published,https://www.linkedin.com/company/globallogic,Digital Product Engineering,30000+,8,7,Not confirmed,Yes,Yes (large engineering fresher intake),2026-06-14,https://www.globallogic.com/career/
R Systems International,"Noida (HQ): C-40, Sector 59, Noida 201307",https://www.google.com/maps/search/?api=1&query=R+Systems+Sector+59+Noida,https://www.rsystems.com/,https://www.rsystems.com/careers/,Not published - use careers portal,Not published,https://www.linkedin.com/company/r-systems,Product Engineering / Data / Cloud,5000+,8,7,Not confirmed,Yes,Yes,2026-06-14,https://www.rsystems.com/careers/
EXL Service,"Noida (HQ): Plot No. 6 & 7, Sector 144, Noida; also Gurugram",https://www.google.com/maps/search/?api=1&query=EXL+Service+Sector+144+Noida,https://www.exlservice.com/,https://www.exlservice.com/careers,Not published - use careers portal,Not published,https://www.linkedin.com/company/exl,Data Analytics / AI / BPM,55000+,8,8,Not confirmed,Yes,Yes (strong analytics/AI fresher hiring),2026-06-14,https://www.exlservice.com/careers
Impressico Business Solutions,"Noida: H-65, Sector 63, Noida 201301",https://www.google.com/maps/search/?api=1&query=Impressico+Sector+63+Noida,https://www.impressico.com/,https://www.impressico.com/careers/,Not published - use careers portal,Not published,https://www.linkedin.com/company/impressico-business-solutions,Data Engineering / GenAI / Python Full-Stack,500-1000,8,8,Not confirmed,Yes,Yes (active 2024-26 grad drive - Trainee Engineer),2026-06-14,https://www.impressico.com/careers/
Genpact,"Gurugram (HQ): DLF Cyber City, Phase V, Gurugram; also Noida",https://www.google.com/maps/search/?api=1&query=Genpact+DLF+Cyber+City+Gurugram,https://www.genpact.com/,https://www.genpact.com/careers,Not published - use careers portal,Not published,https://www.linkedin.com/company/genpact,Data Analytics / Automation / BPM,125000+,8,7,Not confirmed,Yes,Yes,2026-06-14,https://www.genpact.com/careers
Amdocs,"Gurugram: DLF Cyber City / Sector 25, Gurugram",https://www.google.com/maps/search/?api=1&query=Amdocs+Gurugram,https://www.amdocs.com/,https://careers.amdocs.com/,Not published - use careers portal,Not published,https://www.linkedin.com/company/amdocs,Telecom Billing / CX Software,30000+,8,6,Not confirmed,Yes,Yes (regular new-grad software hiring),2026-06-14,https://careers.amdocs.com/
Nagarro (Gurugram),"Gurugram: Plot 19, Sector 44, Gurugram 122002",https://www.google.com/maps/search/?api=1&query=Nagarro+Sector+44+Gurugram,https://www.nagarro.com/,https://www.nagarro.com/en/careers/job-search,Not published - use careers portal,Not published,https://www.linkedin.com/company/nagarro,Digital Engineering / Agile Software,18000+,7,7,Yes,Yes,Yes,2026-06-14,https://www.nagarro.com/en/careers/job-search
Publicis Sapient,"Gurugram: DLF Cyber City; also Noida & Bengaluru",https://www.google.com/maps/search/?api=1&query=Publicis+Sapient+DLF+Cyber+City+Gurugram,https://www.publicissapient.com/,https://careers.publicissapient.com/,Not published - use careers portal,Not published,https://www.linkedin.com/company/publicissapient,Digital Transformation Consulting,24000+,7,7,Not confirmed,Yes,Yes,2026-06-14,https://careers.publicissapient.com/
Thoughtworks,"Gurugram: DLF Cyber City, Gurugram",https://www.google.com/maps/search/?api=1&query=Thoughtworks+Gurugram,https://www.thoughtworks.com/,https://www.thoughtworks.com/careers,Not published - use careers portal,Not published,https://www.linkedin.com/company/thoughtworks,Software Engineering / Consulting,10500+,7,7,Yes,Yes,Yes (2026 SE grad drive),2026-06-14,https://www.thoughtworks.com/careers
Zomato,"Gurugram (HQ): Tower A, Behind L&T Tower, DLF Phase 1, Gurugram",https://www.google.com/maps/search/?api=1&query=Zomato+DLF+Phase+1+Gurugram,https://www.zomato.com/,https://www.zomato.com/careers,Not published - use careers portal,Not published,https://www.linkedin.com/company/zomato,Food-Tech / Consumer Product,5000+,7,8,Not confirmed,Yes,Yes,2026-06-14,https://www.zomato.com/careers
MakeMyTrip,"Gurugram (HQ): Tower A & B, SP Infocity, Sector 30, Gurugram",https://www.google.com/maps/search/?api=1&query=MakeMyTrip+Sector+30+Gurugram,https://www.makemytrip.com/,https://careers.makemytrip.com/,Not published - use careers portal,Not published,https://www.linkedin.com/company/makemytrip,Travel-Tech / Consumer Product,3000+,7,7,Not confirmed,Yes,Yes,2026-06-14,https://careers.makemytrip.com/
Spinny,"Gurugram (HQ): Sector 44, Gurugram",https://www.google.com/maps/search/?api=1&query=Spinny+Sector+44+Gurugram,https://www.spinny.com/,https://www.spinny.com/careers/,Not published - use careers portal,Not published,https://www.linkedin.com/company/spinny,Auto-Tech / E-commerce Startup,3000+,7,7,Not confirmed,Yes,Yes,2026-06-14,https://www.spinny.com/careers/
Oracle India,"Noida & Gurugram (multiple development centres)",https://www.google.com/maps/search/?api=1&query=Oracle+India+Noida+Gurugram,https://www.oracle.com/in/,https://www.oracle.com/in/careers/,Not published - use careers portal,Not published,https://www.linkedin.com/company/oracle,Cloud Infra / Databases / Enterprise SW,20000+ (India),7,8,Not confirmed,Yes,Yes,2026-06-14,https://www.oracle.com/in/careers/
IBM India,"Gurugram & Noida (multiple sites)",https://www.google.com/maps/search/?api=1&query=IBM+India+Gurugram+Noida,https://www.ibm.com/in-en,https://www.ibm.com/careers/,Not published - use careers portal,Not published,https://www.linkedin.com/company/ibm,Consulting / Cloud / AI (watsonx),50000+ (India),7,8,Not confirmed,Yes,Yes (Associate System Engineer off-campus drive),2026-06-14,https://www.ibm.com/careers/
Accenture (NCR),"Gurugram & Noida (multiple delivery centres)",https://www.google.com/maps/search/?api=1&query=Accenture+Gurugram+Noida,https://www.accenture.com/in-en,https://www.accenture.com/in-en/careers,Not published - use careers portal,Not published,https://www.linkedin.com/company/accenture,Consulting / Cloud / Automation,733000+ (global),8,6,Not confirmed,Yes,Yes (very high ASE fresher volume),2026-06-14,https://www.accenture.com/in-en/careers

NCR_STARTUP_SECTION,"=== Mid-size DELHI-NCR product companies / startups (added 2026-06-14) - product-based (not services), generally more reachable for freshers than the IT giants above. Several publish a corporate phone (shown below); most still hire via their careers portal. Use the live-search buttons in Deliverable 3 to find current fresher/SDE-1/graduate openings at each.",,,,,,,,,,,,,,,,
IndiaMART InterMESH Ltd,"6th Floor, Tower 2, Assotech Business Cresterra, Plot 22, Sector 135, Noida 201305",https://www.google.com/maps/search/?api=1&query=Assotech+Business+Cresterra+Sector+135+Noida,https://www.indiamart.com/,https://careers.indiamart.com/,Not published - use careers portal,+91-120-6777800,https://www.linkedin.com/company/indiamart,B2B E-commerce Marketplace / SaaS,5000-7000,8,6,Not confirmed,Yes,Yes,2026-06-14,https://corporate.indiamart.com/branch-offices/
Info Edge (Naukri.com / 99acres),"B-8, Sector 132, near Jaypee Wishtown, Noida 201304",https://www.google.com/maps/search/?api=1&query=Info+Edge+B-8+Sector+132+Noida,https://www.infoedge.in/,https://www.infoedge.in/ (careers via naukri.com),Not published - use careers portal,+91-120-4841100,https://www.linkedin.com/company/info-edge-india-ltd,Internet Classifieds / Recruitment & Real-Estate Tech,7000+,8,6,Not confirmed,Yes,Yes,2026-06-14,https://www.infoedge.in/Contact/RegisteredCorporateOffice
PhysicsWallah (PW),"A-13/5 & Noida One, Sector 62, Noida 201309",https://www.google.com/maps/search/?api=1&query=PhysicsWallah+Noida+One+Sector+62+Noida,https://www.pw.live/,https://www.pw.live/careers,Not published - use careers portal,Not published - use pw.live/contact-us,https://www.linkedin.com/company/physicswallah,EdTech (online/offline/hybrid),5000+,7,6,Not confirmed,Yes,Yes,2026-06-14,https://www.pw.live/contact-us
Innovaccer,"2nd & 9th Floor, Tower 3, Candor Techspace, Sector 62, Noida 201309",https://www.google.com/maps/search/?api=1&query=Candor+Techspace+Sector+62+Noida+Innovaccer,https://innovaccer.com/,https://innovaccer.com/careers,Not published - use careers portal,Not published,https://www.linkedin.com/company/innovaccer,Healthcare AI / Data Analytics Cloud,1500+,7,9,Yes,Yes,Yes,2026-06-14,https://innovaccer.com/careers
Cars24,"Tower C, 7th Floor, SAS Towers, Medanta the Medicity, Sector 38, Gurugram 122001 (reg. office Sector 44)",https://www.google.com/maps/search/?api=1&query=SAS+Towers+Sector+38+Gurugram+Cars24,https://www.cars24.com/,https://www.cars24.com/careers/,Not published - use careers portal,Not published,https://www.linkedin.com/company/cars24,Auto-Tech / E-commerce (used cars),9000+,7,7,Not confirmed,Yes,Yes,2026-06-14,https://www.cars24.com/careers/
Urban Company,"7th & 8th Floor, Plot 183, Udyog Vihar Phase 1, Sector 20, Gurugram 122016",https://www.google.com/maps/search/?api=1&query=Urban+Company+Udyog+Vihar+Phase+1+Sector+20+Gurugram,https://www.urbancompany.com/,https://careers.urbancompany.com/,Not published - use careers portal,+91 124 4058254,https://in.linkedin.com/company/urbanclap.com-head-office-,Home Services Marketplace,3000+,7,7,Not confirmed,Yes,Yes,2026-06-14,https://craft.co/urbanclap/locations
MobiKwik (One MobiKwik Systems),"Unit 102, 1st Floor, Block-B, Pegasus One, Golf Course Road, Sector 53, Gurugram 122003",https://www.google.com/maps/search/?api=1&query=Pegasus+One+Golf+Course+Road+Sector+53+Gurugram,https://www.mobikwik.com/,https://www.mobikwik.com/careers,ta@mobikwik.com,Not published,https://in.linkedin.com/company/one-mobikwik-systems-private-limited,Fintech / Digital Payments,1000+,7,7,Not confirmed,Yes,Yes,2026-06-14,https://www.mobikwik.com/careers
Lenskart,"Ground Floor, Vipul Tech Square, Golf Course Road, Sector 42, Gurugram 122002",https://www.google.com/maps/search/?api=1&query=Vipul+Tech+Square+Sector+42+Gurugram+Lenskart,https://www.lenskart.com/,https://hiring.lenskart.com/,Not published - use careers portal,Not published,https://in.linkedin.com/company/lenskart-com,Eyewear Retail-Tech / E-commerce,5000+,7,7,Not confirmed,Yes,Yes,2026-06-14,https://hiring.lenskart.com/locations
Delhivery,"Plot 5, Sector 44 / DLF Cyber City, Gurugram 122002",https://www.google.com/maps/search/?api=1&query=Delhivery+Sector+44+Gurugram,https://www.delhivery.com/,https://www.delhivery.com/careers,Not published - use careers portal,+91-11-49058932,https://www.linkedin.com/company/delhivery,Logistics-Tech / Supply Chain (AI TMS),10000+,7,7,Not confirmed,Yes,Yes,2026-06-14,https://www.justdial.com/Gurgaon/Delhivery-Pvt-Ltd-Head-Office-Near-Ramanda-Hotel-Gurgaon-Sector-44/011PXX11-XX11-120518153127-F8Y5_BZDET
Cvent India,"Tower C & D, DLF Cyber City SEZ, Sector 24 & 25A, Gurugram 122002",https://www.google.com/maps/search/?api=1&query=Cvent+DLF+Cyber+City+Sector+25+Gurugram,https://www.cvent.com/,https://careers.cvent.com/,Not published - use careers portal,Not published,https://www.linkedin.com/company/cvent,Event / Hospitality SaaS,5500+,8,6,Not confirmed,Yes,Yes (recurring fresher off-campus drives),2026-06-14,https://careers.cvent.com/
Pristyn Care,"Tower B, DLF Cyber City, Sector 24, Gurugram; also 3rd Floor, Capital Cyberscape, Sector 59, Gurugram 122102",https://www.google.com/maps/search/?api=1&query=Pristyn+Care+Capital+Cyberscape+Sector+59+Gurugram,https://www.pristyncare.com/,https://www.pristyncare.com/company/careers/,Not published - use careers portal,Not published,https://in.linkedin.com/company/pristyncare,Healthtech / AI (surgery care),1700+,7,6,Yes,Yes,Yes,2026-06-14,https://www.pristyncare.com/company/careers/
